"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SCHBSP_1_PU_WWATA","Proportion of public primary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",66.78483,,
"SCHBSP_1_PU_WWATA","Proportion of public primary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",67.1612,,
"SCHBSP_1_PR_WCOMPUT","Proportion of private primary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",54.25572,,
"SCHBSP_1_PU_WINFSTUDIS","Proportion of public primary schools with access to adapted infrastructure and materials for students with disabilities (%)","MYS","Malaysia","2017","2017",13.58317,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2012","2012",18.73878,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2016","2016",37.26309,,
"SCHBSP_1_PR_WWASH","Proportion of private primary schools with basic handwashing facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_PU_WINFSTUDIS","Proportion of public primary schools with access to adapted infrastructure and materials for students with disabilities (%)","SGP","Singapore","2016","2016",31.05263,,
"SCHBSP_1_WCOMPUT","Proportion of primary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2012","2012",0.56269,,
"SCHBSP_1_WCOMPUT","Proportion of primary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2017","2017",0.94009,,
"SCHBSP_1_PR_WCOMPUT","Proportion of private primary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",67.42857,,
"SCHBSP_1_PU_WWASH","Proportion of public primary schools with basic handwashing facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PR_WWATA","Proportion of private lower secondary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",37.84989,,
"SCHBSP_2_PR_WWATA","Proportion of private lower secondary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",36.65375,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PR_WWATA","Proportion of private lower secondary schools with access to basic drinking water (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_WCOMPUT","Proportion of primary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",99.29315,,
"SCHBSP_1_WCOMPUT","Proportion of primary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PU_WCOMPUT","Proportion of public primary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2016","2016",1.0732,,
"SCHBSP_1_PU_WCOMPUT","Proportion of public primary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2017","2017",0.76921,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_WWASH","Proportion of primary schools with basic handwashing facilities (%)","MYS","Malaysia","2016","2016",99.29315,,
"SCHBSP_1_WWASH","Proportion of primary schools with basic handwashing facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2016","2016",99.09091,,
"SCHBSP_1_PU_WWATA","Proportion of public primary schools with access to basic drinking water (%)","MMR","Myanmar","2016","2016",70.84988,,
"SCHBSP_1_PU_WWATA","Proportion of public primary schools with access to basic drinking water (%)","MMR","Myanmar","2017","2017",69.91035,,
"SCHBSP_2_PR_WINTERN","Proportion of private lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PR_WINTERN","Proportion of private lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","IDN","Indonesia","2012","2012",79.66832,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","IDN","Indonesia","2016","2016",90.45489,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","IDN","Indonesia","2017","2017",93.03909,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_PR_WINTERN","Proportion of private primary schools with access to Internet for pedagogical purposes (%)","IDN","Indonesia","2016","2016",3.24048,,
"SCHBSP_1_PR_WINTERN","Proportion of private primary schools with access to Internet for pedagogical purposes (%)","IDN","Indonesia","2017","2017",10.77083,,
"SCHBSP_2_PU_WINTERN","Proportion of public lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PU_WINTERN","Proportion of public lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PR_WTOILA","Proportion of private primary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",67.42857,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","MYS","Malaysia","2016","2016",99.28075,,
"SCHBSP_1_WELEC","Proportion of primary schools with access to electricity (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PU_WTOILA","Proportion of public primary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_WWATA","Proportion of primary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",57.83188,,
"SCHBSP_1_WWATA","Proportion of primary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",58.09987,,
"SCHBSP_1_PR_WWASH","Proportion of private primary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",27.99451,,
"SCHBSP_2_WWASH","Proportion of lower secondary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",40.46936,,
"SCHBSP_3_PU_WWATA","Proportion of public upper secondary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",63.47093,,
"SCHBSP_3_PU_WWATA","Proportion of public upper secondary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",64.1982,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","IDN","Indonesia","2016","2016",88.46897,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","IDN","Indonesia","2017","2017",91.5343,,
"SCHBSP_3_PU_WELEC","Proportion of public upper secondary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2016","2016",88.66667,,
"SCHBSP_3_PU_WELEC","Proportion of public upper secondary schools with access to electricity (%)","MMR","Myanmar","2016","2016",59.40748,,
"SCHBSP_3_PU_WELEC","Proportion of public upper secondary schools with access to electricity (%)","MMR","Myanmar","2017","2017",64.84053,,
"SCHBSP_2_WCOMPUT","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_WCOMPUT","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PR_WCOMPUT","Proportion of private upper secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2016","2016",60.97765,,
"SCHBSP_3_PR_WCOMPUT","Proportion of private upper secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",61.03451,,
"SCHBSP_1_PU_WINTERN","Proportion of public primary schools with access to Internet for pedagogical purposes (%)","PHL","Philippines","2015","2015",20.19251,,
"SCHBSP_1_PU_WINTERN","Proportion of public primary schools with access to Internet for pedagogical purposes (%)","PHL","Philippines","2016","2016",20.18781,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2016","2016",55.61905,,
"SCHBSP_2T3_PR_WCOMPUT","Proportion of private secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_PR_WCOMPUT","Proportion of private secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PR_WTOILA","Proportion of private primary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_PR_WTOILA","Proportion of private secondary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PU_WINTERN","Proportion of public lower secondary schools with access to Internet for pedagogical purposes (%)","PHL","Philippines","2015","2015",54.65145,,
"SCHBSP_2_PU_WINTERN","Proportion of public lower secondary schools with access to Internet for pedagogical purposes (%)","PHL","Philippines","2016","2016",53.93467,,
"SCHBSP_2_WCOMPUT","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",42.00068,,
"SCHBSP_1_WWATA","Proportion of primary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",99.29315,,
"SCHBSP_1_WWATA","Proportion of primary schools with access to basic drinking water (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PR_WWASH","Proportion of private secondary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",48.07216,,
"SCHBSP_3_PR_WTOILA","Proportion of private secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PR_WTOILA","Proportion of private secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PR_WINTERN","Proportion of private upper secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PR_WINTERN","Proportion of private upper secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PU_WCOMPUT","Proportion of public upper secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PU_WCOMPUT","Proportion of public upper secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PU_WWATA","Proportion of public upper secondary schools with access to basic drinking water (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PR_WWASH","Proportion of private lower secondary schools with basic handwashing facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PR_WWASH","Proportion of private lower secondary schools with basic handwashing facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PR_WWATA","Proportion of private upper secondary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",54.89481,,
"SCHBSP_3_PR_WWATA","Proportion of private upper secondary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",53.23646,,
"SCHBSP_3_PR_WELEC","Proportion of private upper secondary schools with access to electricity (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_WINTERN","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_WINTERN","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_PU_WTOILA","Proportion of public primary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PU_WWASH","Proportion of public secondary schools with basic handwashing facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_PR_WELEC","Proportion of private upper secondary schools with access to electricity (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PR_WELEC","Proportion of private upper secondary schools with access to electricity (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_WWATA","Proportion of lower secondary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_WWATA","Proportion of lower secondary schools with access to basic drinking water (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_WINFSTUDIS","Proportion of upper secondary schools with access to adapted infrastructure and materials for students with disabilities (%)","MYS","Malaysia","2017","2017",27.38341,,
"SCHBSP_2T3_PR_WINTERN","Proportion of private secondary schools with access to Internet for pedagogical purposes (%)","IDN","Indonesia","2017","2017",48.85491,,
"SCHBSP_2T3_PU_WCOMPUT","Proportion of public secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_PU_WCOMPUT","Proportion of public secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_WTOILA","Proportion of secondary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PU_WWATA","Proportion of public lower secondary schools with access to basic drinking water (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","IDN","Indonesia","2017","2017",97.86341,,
"SCHBSP_2_PU_WINFSTUDIS","Proportion of public lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%)","SGP","Singapore","2016","2016",19.87952,,
"SCHBSP_2T3_PU_WCOMPUT","Proportion of public secondary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2016","2016",71.18048,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","IDN","Indonesia","2016","2016",97.61691,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","IDN","Indonesia","2017","2017",98.48215,,
"SCHBSP_2_PR_WCOMPUT","Proportion of private lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PR_WCOMPUT","Proportion of private lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PU_WTOILA","Proportion of public secondary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_2_PU_WWASH","Proportion of public lower secondary schools with basic handwashing facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_WWATA","Proportion of upper secondary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_WWATA","Proportion of upper secondary schools with access to basic drinking water (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",52.73015,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2012","2012",39.18605,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2016","2016",72.21218,,
"SCHBSP_1_WWASH","Proportion of primary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",55.49885,,
"SCHBSP_1_PU_WWASH","Proportion of public primary schools with basic handwashing facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_PU_WINTERN","Proportion of public secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_PU_WINTERN","Proportion of public secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_PU_WWATA","Proportion of public lower secondary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",59.12513,,
"SCHBSP_2_PU_WWATA","Proportion of public lower secondary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",59.97406,,
"SCHBSP_3_PU_WWASH","Proportion of public secondary schools with basic handwashing facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PU_WWASH","Proportion of public secondary schools with basic handwashing facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_WWASH","Proportion of lower secondary schools with basic handwashing facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2012","2012",73.58834,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","LAO","Lao People's Democratic Republic","2016","2016",89.029,,
"SCHBSP_3_PR_WINTERN","Proportion of private upper secondary schools with access to Internet for pedagogical purposes (%)","IDN","Indonesia","2017","2017",78.6823,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","MMR","Myanmar","2016","2016",65.68541,,
"SCHBSP_3_WELEC","Proportion of upper secondary schools with access to electricity (%)","MMR","Myanmar","2017","2017",68.66116,,
"SCHBSP_3_PU_WINFSTUDIS","Proportion of public upper secondary schools with access to adapted infrastructure and materials for students with disabilities (%)","SGP","Singapore","2016","2016",19.87952,,
"SCHBSP_2_PR_WWASH","Proportion of private lower secondary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",30.78242,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","IDN","Indonesia","2012","2012",80.16849,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","IDN","Indonesia","2016","2016",94.71802,,
"SCHBSP_2_WELEC","Proportion of lower secondary schools with access to electricity (%)","IDN","Indonesia","2017","2017",96.77712,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_WINFSTUDIS","Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%)","MYS","Malaysia","2017","2017",31.25,,
"SCHBSP_1_PU_WCOMPUT","Proportion of public primary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PU_WINFSTUDIS","Proportion of public lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%)","MYS","Malaysia","2017","2017",24.1862,,
"SCHBSP_2_PU_WINTERN","Proportion of public lower secondary schools with access to Internet for pedagogical purposes (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_PU_WCOMPUT","Proportion of public primary schools with access to computers for pedagogical purposes (%)","PHL","Philippines","2015","2015",54.00797,,
"SCHBSP_1_PU_WCOMPUT","Proportion of public primary schools with access to computers for pedagogical purposes (%)","PHL","Philippines","2016","2016",53.9954,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","MYS","Malaysia","2016","2016",67.42857,,
"SCHBSP_3_PU_WCOMPUT","Proportion of public upper secondary schools with access to computers for pedagogical purposes (%)","PHL","Philippines","2015","2015",87.23671,,
"SCHBSP_3_PU_WCOMPUT","Proportion of public upper secondary schools with access to computers for pedagogical purposes (%)","PHL","Philippines","2016","2016",86.09255,,
"SCHBSP_2_PU_WTOILA","Proportion of public lower secondary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_WINTERN","Proportion of primary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",99.29315,,
"SCHBSP_1_WINTERN","Proportion of primary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PR_WELEC","Proportion of private upper secondary schools with access to electricity (%)","IDN","Indonesia","2017","2017",98.71202,,
"SCHBSP_1_PR_WWATA","Proportion of private primary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",67.42857,,
"SCHBSP_1_WTOILA","Proportion of primary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",99.29315,,
"SCHBSP_1_WTOILA","Proportion of primary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2T3_WCOMPUT","Proportion of secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_WCOMPUT","Proportion of secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PU_WTOILA","Proportion of public secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PU_WTOILA","Proportion of public secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_1_WCOMPUT","Proportion of primary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",32.00007,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","MMR","Myanmar","2016","2016",100,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","MMR","Myanmar","2017","2017",100,,
"SCHBSP_3_PU_WWATA","Proportion of public upper secondary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_PU_WWATA","Proportion of public upper secondary schools with access to basic drinking water (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2T3_WINTERN","Proportion of secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2T3_WINTERN","Proportion of secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_WINTERN","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_WINTERN","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_PU_WTOILA","Proportion of public lower secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PU_WTOILA","Proportion of public lower secondary schools with single-sex basic sanitation facilities (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_3_PU_WCOMPUT","Proportion of public upper secondary schools with access to computers for pedagogical purposes (%)","MMR","Myanmar","2016","2016",92.41164,,
"SCHBSP_3_PU_WELEC","Proportion of public upper secondary schools with access to electricity (%)","PHL","Philippines","2015","2015",95.74975,,
"SCHBSP_3_PU_WELEC","Proportion of public upper secondary schools with access to electricity (%)","PHL","Philippines","2016","2016",94.49394,,
"SCHBSP_1_PU_WWASH","Proportion of public primary schools with basic handwashing facilities (%)","IDN","Indonesia","2017","2017",63.59549,,
"SCHBSP_1_PR_WWATA","Proportion of private primary schools with access to basic drinking water (%)","IDN","Indonesia","2016","2016",27.21242,,
"SCHBSP_1_PR_WWATA","Proportion of private primary schools with access to basic drinking water (%)","IDN","Indonesia","2017","2017",27.31847,,
"SCHBSP_2T3_WCOMPUT","Proportion of secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",51.72859,,
"SCHBSP_2_PR_WTOILA","Proportion of private lower secondary schools with single-sex basic sanitation facilities (%)","SGP","Singapore","2016","2016",100,,
"SCHBSP_1_PR_WELEC","Proportion of private primary schools with access to electricity (%)","MMR","Myanmar","2017","2017",100,,
"SCHBSP_2_PR_WWATA","Proportion of private lower secondary schools with access to basic drinking water (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PR_WWATA","Proportion of private lower secondary schools with access to basic drinking water (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_2_PR_WELEC","Proportion of private lower secondary schools with access to electricity (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2T3_PR_WCOMPUT","Proportion of private secondary schools with access to computers for pedagogical purposes (%)","IDN","Indonesia","2017","2017",45.52552,,
"SCHBSP_3_WCOMPUT","Proportion of upper secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2016","2016",100,,
"SCHBSP_3_WCOMPUT","Proportion of upper secondary schools with access to computers for pedagogical purposes (%)","MYS","Malaysia","2017","2017",100,,
"SCHBSP_2_PU_WCOMPUT","Proportion of public lower secondary schools with access to computers for pedagogical purposes (%)","PHL","Philippines","2015","2015",87.23671,,
