"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SGP","Singapore","2012","2012",0.27081,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SGP","Singapore","2013","2013",0.23344,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SGP","Singapore","2016","2016",0.20068,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",0.84752,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",0.88917,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","THA","Thailand","2012","2012",0.29773,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","THA","Thailand","2013","2013",0.22339,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",0.76869,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",1.01919,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",0.92518,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",0.03192,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",0.05448,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",0.05027,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",0.07505,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",0.06205,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.05771,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SGP","Singapore","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","THA","Thailand","2012","2012",1.29877,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","THA","Thailand","2013","2013",1.22958,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2014","2014",1.07039,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",0.83616,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SGP","Singapore","2012","2012",0.66751,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SGP","Singapore","2013","2013",0.66537,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SGP","Singapore","2016","2016",0.66148,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",2.21621,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",2.23649,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",0.88723,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",0.87454,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.88116,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",0.96743,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",0.19959,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",0.17115,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2014","2014",0.17464,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2015","2015",0.1545,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",0.16399,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",0.15176,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",1.64923,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",1.67804,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",0.6882,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",0.85178,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",0.84111,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",1.63379,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",1.67217,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",1.12917,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",0.99585,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",0.86396,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","THA","Thailand","2012","2012",0.65397,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","THA","Thailand","2013","2013",0.64142,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",1.5609,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",2.05054,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",1.90939,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",5.73903,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",5.4812,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2014","2014",5.21264,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2015","2015",4.97613,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",4.82754,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",4.74387,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",1.82147,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",3.23381,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",2.93781,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BRN","Brunei Darussalam","2012","2012",2.88959,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BRN","Brunei Darussalam","2014","2014",3.35319,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",4.42541,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","THA","Thailand","2012","2012",4.53671,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","THA","Thailand","2013","2013",4.12402,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",3.40748,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",3.35904,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",3.28801,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",3.5836,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SGP","Singapore","2012","2012",3.10851,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SGP","Singapore","2013","2013",2.89769,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",0.12508,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","THA","Thailand","2014","2014",,"a","Category not applicable"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",0.03267,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2014","2014",1.29719,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",2.69261,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",2.1657,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",0.82032,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",0.84831,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.0066,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.01078,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.01162,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",0.58533,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",0.55107,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.49494,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",0.56622,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.11202,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.21209,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.1925,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",1.97768,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",1.87522,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",1.90331,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",1.99491,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.62284,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",1.21977,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",1.1339,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SGP","Singapore","2012","2012",1.18233,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SGP","Singapore","2013","2013",1.02242,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SGP","Singapore","2016","2016",1.00161,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2014","2014",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",,"a","Category not applicable"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",5.53329,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",5.652,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",0.05338,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",0.09021,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2014","2014",0.07379,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2015","2015",0.06349,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",0.10501,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",0.02716,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","BRN","Brunei Darussalam","2014","2014",0.28295,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",0.2505,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.10102,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.24429,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.01231,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.02474,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.02885,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.01074,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",0.26721,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",0.27669,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.85329,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.77918,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",0.45559,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",0.56501,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",0.54972,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",0.43561,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",0.46024,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.45652,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",0.50031,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.34257,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.62593,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.60153,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","THA","Thailand","2012","2012",0.78343,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","THA","Thailand","2013","2013",0.78554,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","KHM","Cambodia","2012","2012",0.23261,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","KHM","Cambodia","2013","2013",0.28677,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","KHM","Cambodia","2014","2014",0.29139,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",0.45162,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IDN","Indonesia","2013","2013",0.4143,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IDN","Indonesia","2014","2014",0.42464,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",0.46712,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.28027,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2013","2013",0.59384,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2014","2014",0.53237,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","THA","Thailand","2012","2012",0.51535,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","THA","Thailand","2013","2013",0.44404,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",0.72228,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",1.32917,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",1.33691,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BRN","Brunei Darussalam","2016","2016",1.97033,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","VNM","Viet Nam","2012","2012",0.88704,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","VNM","Viet Nam","2013","2013",0.89957,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.44701,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.40628,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MMR","Myanmar","2017","2017",0.06428,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SGP","Singapore","2016","2016",0.10369,,
