"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MYS","Malaysia","2016","2016",93.7347,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","KHM","Cambodia","2014","2014",28.41379,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","KHM","Cambodia","2015","2015",36.85877,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PHL","Philippines","2013","2013",89.86873,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",44.66432,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SGP","Singapore","2012","2012",98.46946,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SGP","Singapore","2013","2013",98.54254,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SGP","Singapore","2014","2014",98.60895,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SGP","Singapore","2015","2015",98.55957,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SGP","Singapore","2016","2016",98.73453,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MMR","Myanmar","2016","2016",0.89796,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2014","2014",95.11622,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2015","2015",95.21793,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2016","2016",95.37697,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IDN","Indonesia","2014","2014",71.81034,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IDN","Indonesia","2015","2015",69.17215,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IDN","Indonesia","2016","2016",70.05508,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MYS","Malaysia","2016","2016",63.12169,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2015","2015",89.96128,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","THA","Thailand","2013","2013",83.65293,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","THA","Thailand","2015","2015",85.39046,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.99997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.99935,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.9997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MYS","Malaysia","2016","2016",1.00479,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PHL","Philippines","2013","2013",0.99287,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","THA","Thailand","2013","2013",92.24916,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","THA","Thailand","2015","2015",91.19193,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","SGP","Singapore","2015","2015",94.62572,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2012","2012",99.89296,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2013","2013",99.90101,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2014","2014",99.90389,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2015","2015",99.83812,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2016","2016",99.94051,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2013","2013",96.00834,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MYS","Malaysia","2016","2016",97.85761,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IDN","Indonesia","2014","2014",76.80862,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IDN","Indonesia","2015","2015",81.74557,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IDN","Indonesia","2016","2016",81.94725,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","THA","Thailand","2013","2013",1.00691,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","THA","Thailand","2015","2015",1.00296,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2014","2014",99.67883,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2015","2015",99.63702,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IDN","Indonesia","2016","2016",99.65351,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",90.50107,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SGP","Singapore","2012","2012",0.99996,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SGP","Singapore","2013","2013",1.00005,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SGP","Singapore","2014","2014",1.00007,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SGP","Singapore","2015","2015",1.00103,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SGP","Singapore","2016","2016",1.00027,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MMR","Myanmar","2016","2016",0.99171,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2016","2016",91.06836,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IDN","Indonesia","2014","2014",93.4509,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IDN","Indonesia","2015","2015",93.33571,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IDN","Indonesia","2016","2016",93.58692,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","LAO","Lao People's Democratic Republic","2015","2015",0.95865,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2012","2012",94.35959,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2013","2013",94.64199,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2014","2014",94.91132,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2015","2015",95.19065,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2016","2016",95.44789,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MYS","Malaysia","2016","2016",97.61447,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IDN","Indonesia","2014","2014",99.68022,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IDN","Indonesia","2015","2015",99.67007,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IDN","Indonesia","2016","2016",99.66881,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KHM","Cambodia","2014","2014",73.0549,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KHM","Cambodia","2015","2015",76.89028,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","THA","Thailand","2013","2013",0.96848,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","THA","Thailand","2015","2015",0.96337,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PHL","Philippines","2013","2013",90.14642,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SGP","Singapore","2012","2012",0.95826,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SGP","Singapore","2013","2013",0.96042,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SGP","Singapore","2014","2014",0.9625,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SGP","Singapore","2015","2015",0.96582,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SGP","Singapore","2016","2016",0.96671,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","KHM","Cambodia","2014","2014",1.00498,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","KHM","Cambodia","2015","2015",1.00772,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2013","2013",97.97784,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","THA","Thailand","2015","2015",98.00288,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","PHL","Philippines","2013","2013",1.01427,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2013","2013",98.31388,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2015","2015",98.14663,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.96549,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.96117,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.96308,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MYS","Malaysia","2016","2016",84.16033,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PHL","Philippines","2013","2013",98.81543,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MYS","Malaysia","2016","2016",97.39067,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PHL","Philippines","2013","2013",90.51444,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2014","2014",99.68156,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2015","2015",99.70176,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IDN","Indonesia","2016","2016",99.68345,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2014","2014",89.92461,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2015","2015",91.86412,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",92.46264,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","THA","Thailand","2013","2013",72.6363,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","THA","Thailand","2015","2015",73.27314,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2013","2013",96.78736,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2012","2012",99.89687,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2013","2013",99.89628,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2014","2014",99.89716,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2015","2015",99.73515,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SGP","Singapore","2016","2016",99.91319,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","THA","Thailand","2013","2013",93.70207,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","THA","Thailand","2015","2015",92.86831,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","LAO","Lao People's Democratic Republic","2015","2015",0.8825,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2012","2012",96.36979,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2013","2013",96.54808,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2014","2014",96.71666,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2015","2015",96.82549,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2016","2016",97.04959,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","THA","Thailand","2013","2013",0.86831,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","THA","Thailand","2015","2015",0.8581,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MMR","Myanmar","2016","2016",70.5771,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","MMR","Myanmar","2016","2016",49.20425,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","SGP","Singapore","2015","2015",0.79811,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PHL","Philippines","2013","2013",97.42543,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","THA","Thailand","2013","2013",77.62527,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","THA","Thailand","2015","2015",78.73101,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MMR","Myanmar","2016","2016",85.11967,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","KHM","Cambodia","2014","2014",0.38894,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","KHM","Cambodia","2015","2015",0.47937,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PHL","Philippines","2013","2013",96.398,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MMR","Myanmar","2016","2016",80.01159,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SGP","Singapore","2015","2015",84.04711,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KHM","Cambodia","2014","2014",90.37226,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KHM","Cambodia","2015","2015",92.57328,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MMR","Myanmar","2016","2016",0.69717,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","KHM","Cambodia","2014","2014",84.81415,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","KHM","Cambodia","2015","2015",86.53244,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MMR","Myanmar","2016","2016",75.5512,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2014","2014",46.56809,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2015","2015",53.0784,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2012","2012",99.89494,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2013","2013",99.89861,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2014","2014",99.90047,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2015","2015",99.7849,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2016","2016",99.92658,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KHM","Cambodia","2014","2014",71.7818,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KHM","Cambodia","2015","2015",75.03387,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MMR","Myanmar","2016","2016",58.1954,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",58.57134,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","LAO","Lao People's Democratic Republic","2015","2015",74.64927,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MMR","Myanmar","2016","2016",84.41379,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KHM","Cambodia","2014","2014",0.84634,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KHM","Cambodia","2015","2015",0.86712,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",79.39104,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","MYS","Malaysia","2016","2016",47.839,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2013","2013",98.10835,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MMR","Myanmar","2016","2016",71.84699,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MYS","Malaysia","2016","2016",0.9457,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","SGP","Singapore","2015","2015",75.52204,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2014","2014",90.14187,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2015","2015",92.21236,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","IDN","Indonesia","2014","2014",67.79959,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","IDN","Indonesia","2015","2015",58.85918,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","IDN","Indonesia","2016","2016",60.20163,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","KHM","Cambodia","2014","2014",75.19058,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","KHM","Cambodia","2015","2015",77.90834,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",83.44753,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","MYS","Malaysia","2016","2016",96.32962,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","MMR","Myanmar","2016","2016",75.27319,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","SGP","Singapore","2012","2012",97.48292,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","SGP","Singapore","2013","2013",97.61308,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","SGP","Singapore","2014","2014",97.74351,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","SGP","Singapore","2015","2015",98.76398,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","SGP","Singapore","2016","2016",97.99731,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","THA","Thailand","2013","2013",95.19179,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","THA","Thailand","2015","2015",94.80962,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KHM","Cambodia","2014","2014",68.16519,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KHM","Cambodia","2015","2015",71.91506,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","IDN","Indonesia","2014","2014",94.32201,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","IDN","Indonesia","2015","2015",95.26534,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","IDN","Indonesia","2016","2016",95.57162,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",77.69874,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","MYS","Malaysia","2016","2016",95.40419,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","PHL","Philippines","2013","2013",96.7058,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","SGP","Singapore","2012","2012",96.25531,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","SGP","Singapore","2013","2013",96.44466,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","SGP","Singapore","2014","2014",96.63932,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","SGP","Singapore","2015","2015",98.52617,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","SGP","Singapore","2016","2016",97.01817,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","THA","Thailand","2013","2013",94.18718,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","THA","Thailand","2015","2015",93.90205,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","IDN","Indonesia","2014","2014",97.61209,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","IDN","Indonesia","2015","2015",97.68454,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","IDN","Indonesia","2016","2016",97.8213,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","LAO","Lao People's Democratic Republic","2015","2015",89.19461,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","MMR","Myanmar","2016","2016",79.64427,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","PHL","Philippines","2013","2013",95.84971,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","THA","Thailand","2013","2013",96.24939,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","THA","Thailand","2015","2015",95.77031,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.96629,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.97523,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.977,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","LAO","Lao People's Democratic Republic","2015","2015",0.87111,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","MYS","Malaysia","2016","2016",0.98161,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","PHL","Philippines","2013","2013",1.00893,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","SGP","Singapore","2012","2012",0.97446,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","SGP","Singapore","2013","2013",0.97568,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","SGP","Singapore","2014","2014",0.97699,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","SGP","Singapore","2015","2015",0.99506,,
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","SGP","Singapore","2016","2016",0.97955,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","IDN","Indonesia","2014","2014",95.9686,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","IDN","Indonesia","2015","2015",96.47624,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","IDN","Indonesia","2016","2016",96.69641,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","PHL","Philippines","2013","2013",96.27519,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","MMR","Myanmar","2016","2016",71.68072,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","KHM","Cambodia","2014","2014",83.04248,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","KHM","Cambodia","2015","2015",84.65119,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","MYS","Malaysia","2016","2016",97.1917,,
